name,height,weight,reach,stance,wins,losses,draws
Townsend,Saunders,,"5' 5""",170 lbs.,--,Orthodox,0
Ben,Saunders,Killa B,"6' 2""",170 lbs.,"77.0""",Orthodox,22
Chad W.,Saunders,,"5' 10""",170 lbs.,--,Orthodox,7
Chris,Saunders,The So Cal Kid,"5' 8""",155 lbs.,--,,16
Christien,Savoie,The Tiger,"5' 11""",170 lbs.,"72.0""",Orthodox,10
Lumumba,Sayers,,"6' 0""",185 lbs.,--,,6
Matt,Sayles,,"5' 7""",155 lbs.,"68.0""",Orthodox,8
Brandon,Sayles,Man of War,"6' 5""",265 lbs.,--,,5
Mikheil,Sazhiniani,Spartan,"6' 0""",205 lbs.,"71.0""",Orthodox,13
Mark,Scanlon,,"5' 9""",170 lbs.,--,Orthodox,9
Eric,Schafer,Red,"6' 3""",185 lbs.,"76.0""",Orthodox,14
Kerry,Schall,Meat Truck,"6' 2""",265 lbs.,--,Orthodox,24
Eric,Schambari,,"5' 11""",185 lbs.,--,Orthodox,15
Brendan,Schaub,Big Brown,"6' 4""",245 lbs.,"78.0""",Orthodox,10
Matheus,Scheffel,Buffa,"6' 2""",205 lbs.,"75.0""",Orthodox,14
Antonio,Schembri,Nino,"5' 9""",205 lbs.,--,Orthodox,5
Fabiano,Scherner,Pegaleve,"6' 3""",257 lbs.,--,Orthodox,11
Samy,Schiavo,,"5' 8""",155 lbs.,--,Orthodox,10
Pat,Schilling,Thrilling,"5' 8""",145 lbs.,--,Orthodox,5
Joe,Schilling,,"6' 3""",185 lbs.,--,,2
Semmy,Schilt,Hightower,"6' 10""",265 lbs.,--,Orthodox,26
Adam,Schindler,,"5' 8""",155 lbs.,--,,10
Daniel,Schmitt,,--,185 lbs.,--,,2
Colleen,Schneider,,--,135 lbs.,--,,11
Matt,Schnell,Danger,"5' 8""",125 lbs.,"70.0""",Orthodox,17
Alex,Schoenauer,,"6' 3""",185 lbs.,--,Orthodox,15
Bailey,Schoenfelder,Berserk,"6' 3""",265 lbs.,"76.0""",Orthodox,5
Darrill,Schoonover,The Boss,"6' 2""",220 lbs.,--,Orthodox,14
Bob,Schrijber,Dirty,"6' 0""",240 lbs.,--,Orthodox,20
Nate,Schroeder,,"6' 1""",230 lbs.,--,,11
Lacey,Schuckman,,"5' 3""",125 lbs.,--,,11
Mark,Schultz,,"5' 9""",200 lbs.,--,Orthodox,1
Wes,Schultz,Party Time,"6' 2""",185 lbs.,"77.0""",Orthodox,6
Brian,Schwartz,,"6' 3""",170 lbs.,--,Orthodox,1
Eric,Schwartz,,--,205 lbs.,--,,2
Justin,Scoggins,,"5' 7""",125 lbs.,"66.0""",Southpaw,11
Brad,Scott,Bear,"6' 1""",170 lbs.,"76.0""",Orthodox,11
Greg,Scott,,"5' 9""",145 lbs.,--,,3
Louis Lee,Scott,Lightning,--,135 lbs.,--,,8
Zachary,Scroggin,,"6' 3""",170 lbs.,"74.0""",Orthodox,7
Mike,Seal,Crazy Boy,"6' 4""",185 lbs.,--,Orthodox,13
Demba,Seck,Black Tiger,--,145 lbs.,--,,10
Matt,Secor,,"6' 0""",170 lbs.,--,,8
Kenneth,Seegrist,,"6' 0""",185 lbs.,--,Orthodox,4
Neil,Seery,2Tap,"5' 4""",125 lbs.,"64.0""",Orthodox,16
Rony,Sefo,,"5' 9""",225 lbs.,--,Orthodox,0
Ray,Sefo,Sugarfoot,"6' 0""",240 lbs.,--,Orthodox,2
Brendan,Seguin,,"6' 0""",185 lbs.,--,,23
Tetsuya,Seki,,"5' 10""",155 lbs.,--,,14
Stefan,Sekulic,,"6' 0""",170 lbs.,"75.0""",Southpaw,12
Pete,Sell,Drago,"5' 11""",170 lbs.,"75.0""",Orthodox,10
Matthew,Semelsberger,Semi The Jedi,"6' 1""",170 lbs.,"75.0""",Switch,11
Andrei,Semenov,,"6' 0""",185 lbs.,--,Orthodox,34
Mackens,Semerzier,Da Menace,"5' 9""",145 lbs.,"72.0""",Orthodox,8
Brandon,Sene,,"5' 11""",205 lbs.,--,,2
YeDam,Seo,,"5' 3""",115 lbs.,"63.0""",Orthodox,7
DongHyun,Seo,Pinnacle,"5' 5""",145 lbs.,"67.0""",Orthodox,7
Kim In,Seok,,"5' 6""",145 lbs.,--,Orthodox,3
Ray,Seraille,,"6' 3""",246 lbs.,--,,8
Ivan,Serati,,"6' 0""",205 lbs.,--,Orthodox,12
Alex,Serdyukov,The Russian Crusher,"6' 2""",170 lbs.,"74.0""",Orthodox,8
Nicholas,Sergiacomi,,--,170 lbs.,--,,1
Matt,Serra,The Terra,"5' 6""",170 lbs.,"68.0""",Orthodox,11
Nick,Serra,The Mad Monkey,"5' 9""",170 lbs.,--,Orthodox,7
Adrian,Serrano,,"5' 8""",170 lbs.,--,,56
Fredy,Serrano,El Profe,"5' 3""",125 lbs.,"65.0""",Orthodox,3
Carl,Seumanutafa,,"6' 1""",255 lbs.,--,Orthodox,10
Igor,Severino,,"5' 7""",125 lbs.,"69.0""",Orthodox,8
Dan,Severn,The Beast,"6' 2""",250 lbs.,--,Southpaw,101
Rosi,Sexton,The Surgeon,"5' 3""",135 lbs.,--,Orthodox,13
Scott,Shaffer,,"5' 7""",145 lbs.,--,Orthodox,0
Edmen,Shahbazyan,The Golden Boy,"6' 2""",185 lbs.,"75.0""",Orthodox,15
Leon,Shahbazyan,,"6' 4""",170 lbs.,"74.0""",Orthodox,7
Don,Shainis,Shameless,"5' 6""",145 lbs.,"67.0""",Orthodox,12
Liliya,Shakirova,,"5' 4""",125 lbs.,"65.0""",Orthodox,8
Kamal,Shalorus,Prince of Persia,"5' 8""",155 lbs.,"68.0""",Orthodox,9
Ken,Shamrock,The World's Most Dangerous Man,"6' 1""",205 lbs.,"72.0""",Orthodox,28
Frank,Shamrock,,"5' 10""",185 lbs.,--,Orthodox,23
Shang,Zhifa,Northeast Flying Tiger,"5' 7""",125 lbs.,"63.0""",Orthodox,32
Sean,Sharaf,The Smoke,"6' 3""",252 lbs.,"77.0""",Orthodox,4
Priya,Sharma,The Catwoman,"5' 1""",115 lbs.,"59.0""",Orthodox,5
Jason,Sharp,,--,205 lbs.,--,,3
Eric,Shelton,Showtime,"5' 6""",125 lbs.,"68.0""",Orthodox,12
Sean,Sherk,The Muscle Shark,"5' 6""",155 lbs.,"67.0""",Orthodox,36
Chase,Sherman,The Vanilla Gorilla,"6' 4""",250 lbs.,"78.0""",Orthodox,16
Valentina,Shevchenko,Bullet,"5' 5""",125 lbs.,"66.0""",Southpaw,25
Antonina,Shevchenko,La Pantera,"5' 8""",125 lbs.,"67.0""",Southpaw,10
Shi,Ming,,"5' 2""",115 lbs.,"60.0""",Orthodox,17
Katsuyori,Shibata,,"6' 0""",168 lbs.,--,Orthodox,4
Jake,Shields,,"6' 0""",170 lbs.,"72.0""",Orthodox,31
Henrique,Shiguemoto,,"5' 11""",185 lbs.,"72.0""",Orthodox,13
Shunichi,Shimizu,,"5' 5""",135 lbs.,--,Orthodox,30
Wade,Shipp,The Nightmare,"6' 3""",245 lbs.,--,Orthodox,11
Raja,Shippen,,"5' 6""",145 lbs.,--,,18
Yuya,Shirai,,"5' 8""",168 lbs.,--,Orthodox,26
Wes,Shivers,,"6' 8""",--,--,,7
Alexander,Shlemenko,Storm,"5' 11""",185 lbs.,--,,56
Josh,Shockley,,"6' 1""",155 lbs.,--,Orthodox,11
Josh,Shockman,The War Hammer,"6' 4""",235 lbs.,--,Southpaw,6
Akira,Shoji,,"5' 8""",195 lbs.,--,Orthodox,14
Liudvik,Sholinian,Palmeyros,"5' 10""",135 lbs.,"71.0""",Orthodox,9
Jack,Shore,Tank,"5' 8""",145 lbs.,"71.0""",Orthodox,17
Landon,Showalter,The Show,"6' 0""",185 lbs.,--,,11
Ivan,Shtyrkov,Ural Hulk,"6' 0""",205 lbs.,"74.0""",Orthodox,15
Brandon,Shuey,Big Dawg,"5' 7""",155 lbs.,--,Orthodox,7
Ronal,Siahaan,Naga Sakti,"5' 7""",125 lbs.,"71.0""",Southpaw,7
Sam,Sicilia,,"5' 8""",145 lbs.,"67.0""",Orthodox,15
Kiril,Sidelnikov,,"5' 11""",230 lbs.,--,,11
Serhiy,Sidey,,"5' 11""",135 lbs.,"72.0""",Switch,12
Steven,Siler,Super,"5' 11""",145 lbs.,"70.0""",Orthodox,29
Siala,Siliga,Mighty Mo,"6' 1""",290 lbs.,--,Orthodox,12
Xavier,Siller,Young Guns,"5' 5""",125 lbs.,--,,5
Assuerio,Silva,,"5' 10""",241 lbs.,--,Orthodox,16
Anderson,Silva,The Spider,"6' 2""",185 lbs.,"77.0""",Southpaw,34
Wanderlei,Silva,The Axe Murderer,"5' 11""",205 lbs.,"74.0""",Orthodox,35
Thiago,Silva,,"6' 2""",205 lbs.,"74.0""",Orthodox,19
Paulo Cesar,Silva,Giant,"7' 5""",385 lbs.,--,Orthodox,2
Jean,Silva,White Bear,"5' 6""",160 lbs.,--,Orthodox,19
Edson,Silva,Paredao,--,205 lbs.,--,Orthodox,14
Sidney,Silva,,"6' 3""",170 lbs.,--,Southpaw,8
Jay,Silva,,"6' 2""",185 lbs.,--,Southpaw,10
Antonio,Silva,Bigfoot,"6' 4""",264 lbs.,"82.0""",Orthodox,19
Fabio,Silva,,"5' 11""",205 lbs.,--,Orthodox,1
Erick,Silva,,"6' 0""",170 lbs.,"74.0""",Orthodox,19
Leandro,Silva,Buscape,"5' 9""",155 lbs.,"72.0""",Orthodox,20
Claudio,Silva,Hannibal,"5' 11""",170 lbs.,"71.0""",Southpaw,14
Wagner,Silva,Wagnao,"6' 0""",170 lbs.,--,Orthodox,6
Rafael,Silva,Morcego,"5' 7""",135 lbs.,--,,28
Joaquim,Silva,Netto BJJ,"5' 8""",155 lbs.,"69.0""",Southpaw,13
Felipe,Silva,,"6' 0""",155 lbs.,"77.0""",Orthodox,8
Dayana,Silva,,"5' 7""",135 lbs.,--,Orthodox,7
Bruno,Silva,Bulldog,"5' 4""",125 lbs.,"65.0""",Orthodox,14
Bruno,Silva,Blindado,"6' 0""",185 lbs.,"74.0""",Orthodox,23
Gabriel,Silva,,"5' 6""",135 lbs.,"71.0""",Orthodox,8
Jacob,Silva,Lil Animal,"5' 5""",125 lbs.,"67.0""",Orthodox,6
Natalia,Silva,,"5' 4""",125 lbs.,"65.0""",Southpaw,19
Jansey,Silva,Jones,"6' 2""",185 lbs.,"67.0""",Orthodox,7
Maria,Silva,Viuva Negra,"5' 3""",115 lbs.,"64.0""",Orthodox,8
Karine,Silva,Killer,"5' 5""",125 lbs.,"67.0""",Orthodox,18
Erik,Silva,The King,"5' 9""",145 lbs.,"71.0""",Orthodox,9
Janaina,Silva,Jana-Iron-Hand,"5' 1""",115 lbs.,"60.0""",Orthodox,5
Jhonata,Silva,,"5' 5""",125 lbs.,"66.0""",Orthodox,8
Jean,Silva,Lord,"5' 7""",145 lbs.,"69.0""",Orthodox,16
Danny,Silva,El Puma,"5' 11""",145 lbs.,"70.0""",Switch,10
Frank,Silva,De Black,--,125 lbs.,--,,7
Samuel,Silva,Caveira,--,155 lbs.,--,,13
Douglas,Silva de Andrade,D Silva,"5' 7""",135 lbs.,"68.0""",Orthodox,29
Leonardo,Silva de Oliveira,Cabecao,"6' 2""",185 lbs.,--,Orthodox,12
Marcus,Silveira,Conan,"6' 3""",242 lbs.,--,Orthodox,6
Elias,Silverio,Xuxu,"5' 11""",155 lbs.,"73.0""",Orthodox,13
Sim,Kai Xiong,Kobra,"5' 6""",135 lbs.,"67.0""",Orthodox,7
Jamey,Simmons,The Afro Samurai,"5' 6""",135 lbs.,"70.0""",Orthodox,7
Ricky,Simon,,"5' 6""",135 lbs.,"69.0""",Orthodox,22
Aaron,Simpson,A-Train,"6' 0""",170 lbs.,"73.0""",Orthodox,12
Wes,Sims,The Project,"6' 10""",260 lbs.,--,Orthodox,24
Marlon,Sims,,--,170 lbs.,--,,3
Tony,Sims,,"5' 11""",155 lbs.,"70.0""",Southpaw,12
Everett,Sims,Sexual Chocolate,"6' 5""",260 lbs.,"77.0""",Southpaw,4
Lodune,Sincaid,,"5' 9""",185 lbs.,--,Orthodox,15
Rob,Sinclair,,"5' 8""",155 lbs.,--,,13
Rory,Singer,Outburst,"6' 2""",185 lbs.,"77.0""",Orthodox,11
Rana Rudra Pratap,Singh,Ashwathama,"5' 10""",135 lbs.,"69.0""",Orthodox,11
Kiran,Singh,Stubborn,"5' 1""",115 lbs.,"65.0""",Orthodox,7
Elvis,Sinosic,The King of Rock n' Rumble,"6' 3""",205 lbs.,"77.0""",Orthodox,7
Mitchell,Sipe,No Dice,"6' 2""",245 lbs.,--,Orthodox,4
Gian,Siqueira,Pitbull,"6' 1""",170 lbs.,"74.0""",Orthodox,19
Jeremia,Siregar,The Teacher,"5' 2""",125 lbs.,"63.0""",Orthodox,6
AJ,Siscoe,Let's Go,"5' 7""",135 lbs.,--,,1
Yokthai,Sithoar,,"5' 7""",143 lbs.,--,,0
Jeri,Sitzes,,"5' 5""",125 lbs.,--,,3
Dennis,Siver,,"5' 6""",145 lbs.,"70.0""",Orthodox,23
Chas,Skelly,The Scrapper,"5' 11""",145 lbs.,"72.0""",Orthodox,19
Matt,Skelton,,"6' 3""",265 lbs.,--,Orthodox,0
Zach,Skinner,,"5' 6""",145 lbs.,--,Orthodox,10
Brian,Sleeman,,"5' 8""",185 lbs.,--,,9
Joe,Slick,,"6' 0""",199 lbs.,--,Orthodox,16
Ray,Sloan,,"6' 1""",205 lbs.,--,,8
Kestutis,Smirnovas,,"5' 10""",200 lbs.,--,Orthodox,24
Maurice,Smith,,"6' 2""",221 lbs.,--,Orthodox,12
Patrick,Smith,,"6' 2""",225 lbs.,--,Orthodox,20
Scott,Smith,Hands of Steel,"6' 0""",185 lbs.,"70.0""",Orthodox,18
Eric,Smith,,--,--,--,Southpaw,1
Josh,Smith,,"6' 0""",155 lbs.,--,Orthodox,9
David,Smith,,--,155 lbs.,--,,5
Adam,Smith,,--,--,--,,0
Dillon,Smith,,"6' 0""",170 lbs.,--,,0
Trevor,Smith,Hot Sauce,"6' 3""",185 lbs.,"75.0""",Orthodox,15
Anthony,Smith,Lionheart,"6' 4""",205 lbs.,"76.0""",Orthodox,38
Colton,Smith,,"6' 0""",155 lbs.,"71.0""",Orthodox,7
Gilbert,Smith,,"5' 9""",185 lbs.,--,Southpaw,12
Leslie,Smith,The Peacemaker,"5' 9""",135 lbs.,"66.0""",Orthodox,10
Devonte,Smith,King Kage,"5' 9""",155 lbs.,"76.0""",Orthodox,11
Cole,Smith,The Cole Train,"5' 11""",135 lbs.,"67.0""",Orthodox,7
Nate,Smith,The Savage,"5' 6""",125 lbs.,"69.0""",Switch,6
Braxton,Smith,The Beautiful Monster,"5' 11""",257 lbs.,"72.0""",Orthodox,5
Elijah,Smith,Swift,"5' 9""",135 lbs.,"71.0""",Orthodox,8
Jacobe,Smith,Cobe,"5' 10""",170 lbs.,"72.0""",Southpaw,11
Walter,Smith-Cotito,,"5' 8""",135 lbs.,--,,4
Justin,Smitley,,--,145 lbs.,--,,10
Dmitrii,Smoliakov,The Lifeguard,"6' 2""",253 lbs.,"74.0""",Switch,9
Louis,Smolka,Da Last Samurai,"5' 9""",135 lbs.,"68.0""",Orthodox,17
Cameron,Smotherman,The Baby-Faced Killa,"5' 9""",135 lbs.,"69.0""",Orthodox,12
Shimon,Smotritsky,The Assassin,"6' 2""",170 lbs.,"74.0""",Orthodox,8
Richie,Smullen,,"5' 9""",155 lbs.,"68.0""",Orthodox,3
Devin,Smyth,,"5' 10""",170 lbs.,"72.0""",Switch,4
Denis,Sobolev,,"6' 3""",216 lbs.,--,Orthodox,4
Peter,Sobotta,,"6' 0""",170 lbs.,"75.0""",Southpaw,17
Renato,Sobral,Babalu,"6' 1""",205 lbs.,"75.0""",Orthodox,37
Rameau Thierry,Sokoudjou,The African Assassin,"5' 10""",205 lbs.,"78.0""",Orthodox,18
Alexander,Soldatkin,,"6' 2""",250 lbs.,"75.0""",Orthodox,14
Joe,Solecki,,"5' 9""",155 lbs.,"70.0""",Orthodox,13
Chris,Solomon,,"5' 11""",155 lbs.,--,,0
Joe,Son,,"5' 4""",236 lbs.,--,Orthodox,0
Paul,Song,,--,185 lbs.,--,,2
Song,Kenan,The Assassin,"6' 0""",170 lbs.,"71.0""",Orthodox,22
Song,Yadong,Kung Fu Kid,"5' 8""",135 lbs.,"67.0""",Orthodox,22
YoungJae,Song,Super Rookie,"5' 7""",145 lbs.,"70.0""",Orthodox,6
Hyeonjong,Song,,--,135 lbs.,--,,8
Emrah,Sonmez,Anatolian Wolf,"5' 10""",145 lbs.,"71.0""",Orthodox,14
Chael,Sonnen,,"6' 1""",205 lbs.,"73.0""",Southpaw,29
Cody,Sons,,"5' 9""",205 lbs.,--,,3
Jin,Soo Son,,"5' 6""",135 lbs.,"69.0""",Orthodox,9
Benardo,Sopaj,Lion King,"5' 6""",135 lbs.,"66.0""",Orthodox,12
Emiliano,Sordi,He-Man,"6' 2""",205 lbs.,--,Orthodox,16
Sean,Soriano,,"5' 9""",145 lbs.,"70.0""",Orthodox,14
Punahele,Soriano,Puna,"5' 11""",170 lbs.,"72.0""",Southpaw,11
Hecher,Sosa,Guanche Warrior,--,135 lbs.,--,,13
Dmitry,Sosnovskiy,Wicked Machine,"6' 3""",240 lbs.,"77.0""",Orthodox,11
Ben,Sosoli,Combat Wombat,"6' 0""",265 lbs.,"72.0""",Southpaw,7
Krzysztof,Soszynski,The Polish Experiment,"6' 1""",205 lbs.,"77.0""",Open Stance,26
George,Sotiropoulos,,"5' 10""",155 lbs.,"71.0""",Orthodox,14
Greg,Soto,,"5' 11""",170 lbs.,"73.0""",Orthodox,9
Alex,Soto,Extremo,"5' 8""",135 lbs.,--,Southpaw,8
Joe,Soto,One Bad Mofo,"5' 6""",135 lbs.,"65.0""",Orthodox,18
Mario,Soto,Dr. Mario,"6' 0""",145 lbs.,--,,7
Andre,Soukhamthath,The Asian Sensation,"5' 9""",135 lbs.,"70.0""",Orthodox,13
Mario,Sousa,Coracao Valente,"6' 3""",185 lbs.,"79.0""",Orthodox,15
Manoel,Sousa,Manumito,--,155 lbs.,--,,12
Bobby,Southworth,,"6' 2""",205 lbs.,--,Orthodox,10
Jacare,Souza,,"6' 1""",185 lbs.,"72.0""",Orthodox,26
Edimilson,Souza,Kevin,"6' 0""",145 lbs.,"74.0""",Orthodox,15
Livinha,Souza,The Brazilian Gangsta,"5' 3""",115 lbs.,"63.0""",Orthodox,14
Bruno,Souza,The Tiger,"5' 10""",145 lbs.,"70.0""",Orthodox,10
Ketlen,Souza,Esquentadinha,"5' 3""",115 lbs.,"63.0""",Orthodox,15
Heraldo,Souza,Savage,"5' 11""",185 lbs.,"73.0""",Orthodox,9
Charon,Spain,,"5' 9""",155 lbs.,--,,14
Chris,Spang,The Kiss,"6' 2""",170 lbs.,--,Orthodox,6
Andreas,Spang,Sweet Swede,"6' 1""",185 lbs.,--,,9
Ryan,Spann,Superman,"6' 5""",205 lbs.,"79.0""",Orthodox,23
Ron,Sparks,The Monster,"6' 5""",265 lbs.,--,,8
Tommy,Speer,,"5' 10""",170 lbs.,"71.0""",Orthodox,21
Patrick,Speight,,"6' 1""",170 lbs.,--,Orthodox,7
Sean,Spencer,Black Magic,"5' 10""",170 lbs.,"74.0""",Orthodox,12
Felicia,Spencer,FeeNom,"5' 6""",145 lbs.,"68.0""",Orthodox,9
Sam,Spengler,The Ram,"5' 11""",185 lbs.,--,Orthodox,9
Nick,Sperling,,--,135 lbs.,--,,3
Mario,Sperry,Zen Machine,"6' 2""",205 lbs.,--,Orthodox,13
Eric,Spicely,Zebrinha,"6' 1""",185 lbs.,"73.0""",Orthodox,12
Waachiim,Spiritwolf,Native Warrior,"5' 8""",170 lbs.,--,,12
Daniel,Spitz,,"6' 7""",245 lbs.,"82.0""",Orthodox,6
Serghei,Spivac,Polar Bear,"6' 3""",260 lbs.,"78.0""",Orthodox,17
Daniel,Spohn,Dragon,"6' 4""",205 lbs.,"79.0""",Southpaw,15
Pete,Spratt,The Secret Weapon,"5' 9""",170 lbs.,--,Orthodox,25
Austin,Springer,,"5' 8""",145 lbs.,"71.0""",Orthodox,12
Georges,St-Pierre,Rush,"5' 11""",185 lbs.,"76.0""",Orthodox,26
Bobby,Stack,,"5' 9""",155 lbs.,--,Orthodox,8
Andreas,Stahl,Real Steel,"5' 11""",170 lbs.,--,Orthodox,10
Ron,Stallings,The Choir Boy,"6' 2""",170 lbs.,"75.0""",Southpaw,14
Cody,Stamann,The Spartan,"5' 6""",135 lbs.,"64.0""",Orthodox,21
Cristina,Stanciu,Barbie,"5' 3""",115 lbs.,--,Orthodox,5
Brian,Stann,All American,"6' 1""",205 lbs.,"74.0""",Orthodox,12
Josh,Stansbury,The Sandman,"6' 2""",205 lbs.,"74.0""",Orthodox,4
Dion,Staring,Soldier,"6' 1""",235 lbs.,--,Orthodox,35
Lucas,Stark,,--,155 lbs.,--,,1
Clifford,Starks,,"6' 0""",185 lbs.,"78.0""",Orthodox,13
Kalib,Starnes,,"6' 3""",185 lbs.,"74.0""",Orthodox,17
Laureano,Staropoli,Pepi,"6' 1""",185 lbs.,"71.0""",Orthodox,9
Damian,Stasiak,Webster,"5' 5""",135 lbs.,"70.0""",Orthodox,10
Adam,Steele,,--,170 lbs.,--,,0
Dominique,Steele,Non-Stop Action-Packed,"5' 10""",170 lbs.,"74.0""",Orthodox,14
Ricky,Steele,The Karate Kid,"5' 9""",135 lbs.,"74.0""",Orthodox,6
Kody,Steele,,"5' 9""",155 lbs.,"71.0""",Orthodox,7
Eric,Steenberg,,--,155 lbs.,--,,5
Steve,Steinbeiss,The Hooligan,"6' 3""",185 lbs.,"75.0""",Orthodox,9
Ray,Steinbeiss,Ipswitch Cobra,"5' 11""",170 lbs.,--,Orthodox,14
Dmitri,Stepanov,,"6' 3""",217 lbs.,--,Orthodox,0
Jeremy,Stephens,Lil' Heathen,"5' 9""",155 lbs.,"71.0""",Orthodox,28
Aljamain,Sterling,Funk Master,"5' 7""",145 lbs.,"71.0""",Orthodox,24
Marc,Stevens,,"5' 9""",155 lbs.,--,,21
Joe,Stevenson,Daddy,"5' 7""",145 lbs.,"70.0""",Orthodox,33
Maia,Stevenson,,"5' 4""",115 lbs.,"62.0""",Orthodox,6
Luke,Stewart,,"5' 11""",170 lbs.,--,Orthodox,6
Darren,Stewart,The Dentist,"6' 0""",205 lbs.,"74.0""",Orthodox,12
Kyle,Stewart,Gunz Up,"6' 0""",170 lbs.,"76.0""",Orthodox,11
Alex,Stiebling,The Brazilian Killa,"6' 2""",205 lbs.,--,Southpaw,19
Tyler,Stinson,The Evolution,"6' 3""",170 lbs.,--,,30
Navajo,Stirling,,"6' 4""",205 lbs.,"79.0""",Orthodox,7
Dan,Stittgen,The Anvil,"6' 1""",170 lbs.,--,Orthodox,12
Lazar,Stojadinovic,The Bronx Bomber,"5' 7""",145 lbs.,"68.0""",Southpaw,12
Denis,Stojnic,,"6' 0""",245 lbs.,--,Orthodox,13
Julija,Stoliarenko,,"5' 7""",125 lbs.,"66.0""",Orthodox,11
Dustin,Stoltzfus,,"6' 0""",185 lbs.,"75.0""",Orthodox,16
Niklas,Stolze,Green Mask,"6' 1""",155 lbs.,"74.0""",Switch,12
Ken,Stone,,"5' 8""",135 lbs.,"71.0""",Southpaw,11
Ryan,Stonitsch,,"5' 9""",170 lbs.,--,Southpaw,8
George,Stork,,"5' 10""",185 lbs.,--,,7
Rick,Story,The Horror,"5' 9""",170 lbs.,"71.0""",Southpaw,19
Darko,Stosic,,"6' 0""",205 lbs.,"76.0""",Orthodox,13
Greg,Stott,Ranger,"5' 7""",220 lbs.,--,Southpaw,0
Curtis,Stout,,"6' 1""",185 lbs.,--,Southpaw,11
Sam,Stout,Hands of Stone,"5' 9""",155 lbs.,"70.0""",Orthodox,20
Tim,Stout,,"5' 11""",185 lbs.,--,,12
Jesse,Strader,Sui Generis,"5' 7""",135 lbs.,"70.0""",Orthodox,5
Gennaro,Strangis,,--,--,--,,0
Dave,Strasser,,"5' 10""",170 lbs.,--,Orthodox,25
Daniel,Straus,,"5' 7""",145 lbs.,"71.0""",,24
Gerald,Strebendt,The Finishing Machine,"5' 9""",155 lbs.,--,Orthodox,9
Sean,Strickland,,"6' 1""",185 lbs.,"76.0""",Orthodox,29
Mark,Striegl,Mugen,"5' 8""",145 lbs.,"70.0""",Southpaw,18
Hans,Stringer,,"6' 3""",205 lbs.,--,Orthodox,22
Stefan,Struve,Skyscraper,"6' 11""",265 lbs.,"84.0""",Orthodox,33
Josh,Stuart,,"5' 9""",160 lbs.,--,,1
Mike,Stumpf,,"5' 10""",170 lbs.,--,,11
Kyle,Sturgeon,,"6' 3""",225 lbs.,--,Switch,0
Tatiana,Suarez,,"5' 5""",115 lbs.,"66.0""",Southpaw,11
Masanori,Suda,,"5' 9""",183 lbs.,--,Orthodox,22
Genki,Sudo,Neo-Samurai,"5' 9""",155 lbs.,--,Orthodox,15
Lucasz,Sudolski,,"6' 4""",205 lbs.,"75.0""",Orthodox,8
Daisuke,Sugie,Amazon,"5' 6""",160 lbs.,--,Orthodox,10
Takashi,Sugiura,,"5' 11""",225 lbs.,--,Southpaw,1
Naho,Sugiyuma,Sugi Rock,"5' 1""",105 lbs.,--,,12
,Sulangrangbo,,"5' 9""",135 lbs.,"66.0""",Southpaw,9
George,Sullivan,The Silencer,"6' 0""",170 lbs.,"73.0""",Orthodox,17
Amar,Suloev,,"5' 9""",183 lbs.,--,Orthodox,24
Magomed,Sultanakhmedov,,"6' 2""",185 lbs.,--,Southpaw,18
Justin,Sumter,,"6' 2""",185 lbs.,"80.0""",Southpaw,7
,Sumudaerji,The Tibetan Eagle,"5' 8""",125 lbs.,"72.0""",Southpaw,17
Rama,Supandhi,Hellboy,"5' 5""",125 lbs.,"66.0""",Southpaw,8
Aji,Susilo,,"5' 10""",155 lbs.,--,,6
Baysangur,Susurkaev,,--,185 lbs.,--,,8
Jason,Suttie,Nobunaga,"6' 0""",210 lbs.,--,Orthodox,0
Joel,Sutton,,"5' 11""",205 lbs.,--,Orthodox,2
Chad,Sutton,,"6' 1""",185 lbs.,--,,2
Danilo,Suzart,,"6' 0""",260 lbs.,--,Orthodox,9
Martin,Svensson,,"6' 1""",155 lbs.,--,,15
Daniel,Swain,,"5' 9""",145 lbs.,"70.0""",Orthodox,20
Cub,Swanson,,"5' 8""",145 lbs.,"70.0""",Orthodox,30
Mike,Swick,Quick,"6' 1""",170 lbs.,"77.0""",Orthodox,15
Floyd,Sword,,"6' 0""",185 lbs.,--,Orthodox,12
Oumar,Sy,,"6' 4""",205 lbs.,"83.0""",Orthodox,11
Klaudia,Sygula,,"5' 8""",135 lbs.,"69.0""",Orthodox,7
Bentley,Syler,Bolivia,"5' 4""",125 lbs.,--,Orthodox,5
Kevin,Syler,El Nino Bala,"5' 9""",155 lbs.,"71.0""",Switch,10
Leo,Sylvest,Lethal,"5' 11""",205 lbs.,--,Orthodox,10
Tony,Sylvester,,"6' 1""",225 lbs.,--,Southpaw,11
Tim,Sylvia,The Maine-iac,"6' 8""",265 lbs.,"80.0""",Orthodox,31
Kevin,Szaflarski,,"6' 5""",260 lbs.,"77.0""",Orthodox,11
Sebastian,Szalay,Seb,"5' 6""",145 lbs.,"66.0""",Orthodox,9
Bartosz,Szewczyk,,"6' 4""",205 lbs.,"73.0""",Orthodox,8
Osamu,Tachihikari,,"6' 5""",300 lbs.,--,Orthodox,0
Amber,Tackett,,--,115 lbs.,--,,1
Eugenio,Tadeu,,"5' 8""",160 lbs.,--,Orthodox,2
Albert,Tadevosyan,Albeezy,--,170 lbs.,--,,13
Justin,Tafa,Bad Man,"6' 0""",264 lbs.,"74.0""",Southpaw,7
